,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
9152,2021-03-21,00:34,Sunday,DUNDAS STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported
9153,2021-03-21,01:07,Sunday,LESLIE STATION,TUMVS,6,11,E,SHP,6156,Operator Violated Signal
9154,2021-03-21,01:26,Sunday,BLOOR STATION,SUO,0,0,N/A,YU,0,Passenger Other
9155,2021-03-21,01:52,Sunday,WARDEN STATION,EUME,13,17,E,BD,5074,RC&S Maintenance Error - (Human)
9156,2021-03-21,02:04,Sunday,SHEPPARD STATION,SUPOL,4,9,W,SHP,6176,Held By Polce - Non-TTC Related
9157,2021-03-21,02:30,Sunday,SHEPPARD-YONGE STATION,MUSC,0,0,N/A,SHP,6181,Miscellaneous Speed Control
9158,2021-03-21,07:59,Sunday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6186,Miscellaneous Speed Control
9159,2021-03-21,08:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9160,2021-03-21,08:05,Sunday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6141,Miscellaneous Speed Control
9161,2021-03-21,08:10,Sunday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6156,Miscellaneous Speed Control
9162,2021-03-21,08:21,Sunday,ST ANDREW STATION,EUDO,5,10,N,YU,6041,Door Problems - Faulty Equipment
9163,2021-03-21,08:38,Sunday,DAVISVILLE BUILDUP,TUCC,5,10,N,YU,5476,Transit Control Related Problems
9164,2021-03-21,09:53,Sunday,WELLESLEY STATION,MUIE,0,0,N,YU,6047,Injured Employee
9165,2021-03-21,10:27,Sunday,FINCH STATION,EUCD,5,10,N,YU,6041,Consequential Delay (2nd Delay Same Fault)
9166,2021-03-21,11:39,Sunday,KENNEDY SRT STATION,PRS,4,10,N,SRT,3017,VCC/RCIU/CCR
9167,2021-03-21,13:03,Sunday,ST GEORGE BD STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
9168,2021-03-21,13:37,Sunday,NORTH YORK CTR STATION,MUSAN,5,10,S,YU,5581,Unsanitary Vehicle
9169,2021-03-21,13:55,Sunday,COXWELL STATION,SUDP,4,8,E,BD,5176,Disorderly Patron
9170,2021-03-21,14:58,Sunday,LAWRENCE STATION,TUSC,0,0,N,YU,5476,Operator Overspeeding
9171,2021-03-21,16:30,Sunday,VAUGHAN MC STATION,TUNOA,5,10,S,YU,5626,No Operator Immediately Available 
9172,2021-03-21,16:40,Sunday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5961,No Operator Immediately Available - Not E.S.A. Related 
9173,2021-03-21,16:48,Sunday,FINCH STATION,TUNIP,7,12,S,YU,5706,Operator Not In Position
9174,2021-03-21,17:49,Sunday,COLLEGE STATION,SUDP,5,10,N,YU,5441,Disorderly Patron
9175,2021-03-21,19:15,Sunday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9176,2021-03-21,19:55,Sunday,ISLINGTON STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9177,2021-03-21,21:16,Sunday,ST CLAIR STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9178,2021-03-21,21:18,Sunday,BROADVIEW STATION,SUUT,0,0,W,BD,5089,Unauthorized at Track Level
9179,2021-03-21,21:30,Sunday,LAWRENCE WEST STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9180,2021-03-21,22:00,Sunday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9181,2021-03-21,23:29,Sunday,ST GEORGE YUS STATION,MUPAA,0,0,S,YU,5791,Passenger Assistance Alarm Activated - No Trouble Found
9182,2021-03-22,00:00,Monday,BATHURST STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
9183,2021-03-22,00:28,Monday,SHERBOURNE STATION,SUUT,0,0,E,BD,5155,Unauthorized at Track Level
9184,2021-03-22,01:02,Monday,WELLESLEY STATION,SUDP,0,0,S,YU,5786,Disorderly Patron
9185,2021-03-22,01:28,Monday,ROSEDALE STATION,SUDP,4,9,N,YU,5781,Disorderly Patron
9186,2021-03-22,05:21,Monday,EGLINTON STATION,TUMVS,0,0,N,YU,5821,Operator Violated Signal
9187,2021-03-22,05:36,Monday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6186,Miscellaneous Speed Control
9188,2021-03-22,05:48,Monday,DAVISVILLE STATION,PUSTS,4,8,S,YU,5701,Signals - Train Stops
9189,2021-03-22,05:55,Monday,OSSINGTON STATION,TUS,3,0,W,BD,5174,Crew Unable to Maintain Schedule
9190,2021-03-22,06:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9191,2021-03-22,06:08,Monday,LANSDOWNE STATION,PUSTS,3,7,W,BD,5307,Signals - Train Stops
9192,2021-03-22,06:30,Monday,ST GEORGE YUS STATION,MUATC,4,8,S,YU,5851,ATC Project
9193,2021-03-22,09:57,Monday,CASTLE FRANK STATION,SUDP,0,0,W,BD,5223,Disorderly Patron
9194,2021-03-22,11:06,Monday,BLOOR STATION,SUO,0,0,N,YU,6136,Passenger Other
9195,2021-03-22,11:07,Monday,SPADINA BD STATION,SUDP,4,8,W,BD,5307,Disorderly Patron
9196,2021-03-22,11:07,Monday,SPADINA YUS STATION,SUO,0,0,N,YU,5971,Passenger Other
9197,2021-03-22,12:19,Monday,ST GEORGE YUS STATION,PUSSW,15,19,S,YU,5896,Track Switch Failure - Signal Related Problem
9198,2021-03-22,12:25,Monday,COXWELL STATION,SUDP,3,7,W,BD,5043,Disorderly Patron
9199,2021-03-22,13:25,Monday,FINCH STATION,TUSUP,5,10,S,YU,5776,Supervisory Error
9200,2021-03-22,13:28,Monday,KIPLING STATION,TUMVS,0,0,W,BD,5089,Operator Violated Signal
9201,2021-03-22,14:06,Monday,DAVISVILLE STATION,MUSC,0,0,N,YU,5746,Miscellaneous Speed Control
9202,2021-03-22,14:51,Monday,ST GEORGE YUS STATION,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
9203,2021-03-22,15:09,Monday,BLOOR STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9204,2021-03-22,15:27,Monday,EGLINTON STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
9205,2021-03-22,15:41,Monday,GREENWOOD SHOPS,MUFS,0,0,N/A,999,0,Fire/Smoke Plan B - Source External to TTC
9206,2021-03-22,15:51,Monday,QUEEN STATION,MUPAA,0,0,S,YU,5496,Passenger Assistance Alarm Activated - No Trouble Found
9207,2021-03-22,15:58,Monday,GREENWOOD STATION,SUDP,5,9,W,BD,5358,Disorderly Patron
9208,2021-03-22,15:59,Monday,FINCH STATION,TUNIP,5,9,S,YU,5426,Operator Not In Position
9209,2021-03-22,16:48,Monday,KIPLING STATION,MUTO,3,7,W,BD,5301,Misc. Transportation Other - Employee Non-Chargeable
9210,2021-03-22,16:54,Monday,UNION STATION,SUUT,10,15,N,YU,6086,Unauthorized at Track Level
9211,2021-03-22,18:18,Monday,WARDEN STATION,MUO,5,9,E,BD,5190,Miscellaneous Other
9212,2021-03-22,18:20,Monday,VICTORIA PARK STATION,SUO,14,19,E,BD,5336,Passenger Other
9213,2021-03-22,18:38,Monday,VICTORIA PARK STATION,PUSTS,6,10,E,BD,5054,Signals - Train Stops
9214,2021-03-22,18:49,Monday,PAPE STATION,MUO,4,8,W,BD,5046,Miscellaneous Other
9215,2021-03-22,19:39,Monday,KEELE STATION,PUSO,6,10,E,BD,5267,S/E/C Department Other
9216,2021-03-22,20:05,Monday,BAY STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
9217,2021-03-22,20:10,Monday,EGLINTON STATION,SUDP,5,10,N,YU,5476,Disorderly Patron
9218,2021-03-22,20:22,Monday,BLOOR STATION,SUDP,17,22,N,YU,5691,Disorderly Patron
9219,2021-03-22,20:23,Monday,YORK MILLS STATION,MUO,0,0,N/A,YU,0,Miscellaneous Other
9220,2021-03-22,20:24,Monday,LAWRENCE STATION,MUSC,0,0,S,YU,5741,Miscellaneous Speed Control
9221,2021-03-22,20:26,Monday,YONGE BD STATION,SUO,15,22,W,BD,5043,Passenger Other
9222,2021-03-22,21:16,Monday,OSGOODE STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9223,2021-03-22,21:42,Monday,COXWELL STATION,EUBK,0,0,E,BD,5207,Brakes
9224,2021-03-22,22:00,Monday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9225,2021-03-22,22:15,Monday,OSSINGTON STATION,EUNT,3,10,E,BD,5301,Equipment - No Trouble Found
9226,2021-03-22,22:25,Monday,ROYAL YORK STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
9227,2021-03-22,22:44,Monday,VICTORIA PARK STATION,MUD,0,0,E,BD,5301,Door Problems - Passenger Related
9228,2021-03-22,23:06,Monday,YORKDALE STATION,MUPAA,3,8,N,YU,5426,Passenger Assistance Alarm Activated - No Trouble Found
9229,2021-03-22,23:45,Monday,EGLINTON STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
9230,2021-03-23,00:24,Tuesday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6186,Operator Overspeeding
9231,2021-03-23,00:45,Tuesday,ST GEORGE YUS STATION,MUPAA,3,8,N,YU,5986,Passenger Assistance Alarm Activated - No Trouble Found
9232,2021-03-23,00:48,Tuesday,COXWELL STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9233,2021-03-23,00:59,Tuesday,KING STATION,SUDP,0,0,S,YU,5741,Disorderly Patron
9234,2021-03-23,01:16,Tuesday,PIONEER VILLAGE STATIO,MUTO,5,10,S,YU,5896,Misc. Transportation Other - Employee Non-Chargeable
9235,2021-03-23,02:25,Tuesday,SHEPPARD-YONGE STATION,MUSC,0,0,W,SHP,6146,Miscellaneous Speed Control
9236,2021-03-23,03:02,Tuesday,UNION STATION,PUMO,0,0,N/A,YU,0,Station Other
9237,2021-03-23,05:37,Tuesday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6141,Miscellaneous Speed Control
9238,2021-03-23,05:52,Tuesday,SCARBOROUGH CTR STATIO,MRTO,0,0,S,SRT,3014,Timeout
9239,2021-03-23,05:57,Tuesday,YORK MILLS CENTER TRAC,TUO,4,8,N,YU,5426,Transportation Department - Other
9240,2021-03-23,06:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9241,2021-03-23,06:05,Tuesday,DAVISVILLE STATION,PUSTS,4,8,S,YU,5666,Signals - Train Stops
9242,2021-03-23,06:29,Tuesday,ROSEDALE STATION,MUATC,6,10,S,YU,5426,ATC Project
9243,2021-03-23,10:01,Tuesday,ISLINGTON STATION,MUPAA,0,0,E,BD,5122,Passenger Assistance Alarm Activated - No Trouble Found
9244,2021-03-23,10:21,Tuesday,DAVISVILLE STATION,PUCSC,4,8,S,YU,5666,Signal Control Problem - Signals
9245,2021-03-23,10:21,Tuesday,SHEPPARD-YONGE STATION,SUDP,5,10,W,SHP,6141,Disorderly Patron
9246,2021-03-23,11:16,Tuesday,VAUGHAN MC STATION,MUTO,4,10,S,YU,5991,Misc. Transportation Other - Employee Non-Chargeable
9247,2021-03-23,11:30,Tuesday,MCCOWAN STATION,TRNIP,0,0,S,SRT,3018,Operator Not In Position
9248,2021-03-23,12:14,Tuesday,EGLINTON STATION,MUSAN,12,16,N,YU,5441,Unsanitary Vehicle
9249,2021-03-23,12:24,Tuesday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5062,Operator Violated Signal
9250,2021-03-23,12:29,Tuesday,VICTORIA PARK STATION,TUMVS,4,8,W,BD,5320,Operator Violated Signal
9251,2021-03-23,12:36,Tuesday,FINCH STATION,MUTD,12,16,N,YU,5441,Training Department Related Delays
9252,2021-03-23,13:20,Tuesday,DON MILLS STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
9253,2021-03-23,13:30,Tuesday,DON MILLS STATION,TUSC,0,0,W,SHP,6146,Operator Overspeeding
9254,2021-03-23,13:41,Tuesday,ISLINGTON STATION,TUMVS,0,0,E,BD,5043,Operator Violated Signal
9255,2021-03-23,14:26,Tuesday,FINCH STATION,TUNIP,9,13,S,YU,6116,Operator Not In Position
9256,2021-03-23,15:05,Tuesday,MCCOWAN STATION,ERPR,5,10,S,SRT,0,Propulsion System
9257,2021-03-23,17:06,Tuesday,SHERBOURNE STATION,SUDP,10,14,E,BD,5122,Disorderly Patron
9258,2021-03-23,17:23,Tuesday,BROADVIEW STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9259,2021-03-23,17:35,Tuesday,FINCH STATION,TUSUP,4,9,S,YU,5866,Supervisory Error
9260,2021-03-23,17:40,Tuesday,DUFFERIN STATION,SUAP,0,0,W,BD,5056,Assault / Patron Involved
9261,2021-03-23,17:42,Tuesday,WARDEN STATION,SUDP,0,0,W,BD,5054,Disorderly Patron
9262,2021-03-23,17:48,Tuesday,JANE STATION,SUDP,21,25,W,BD,5187,Disorderly Patron
9263,2021-03-23,19:10,Tuesday,FINCH STATION,TUNIP,6,10,S,YU,5826,Operator Not In Position
9264,2021-03-23,19:44,Tuesday,LAWRENCE STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
9265,2021-03-23,20:37,Tuesday,BROADVIEW STATION,SUAE,0,0,N/A,BD,0,Assault / Employee Involved
9266,2021-03-23,21:06,Tuesday,EGLINTON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9267,2021-03-23,21:35,Tuesday,FINCH WEST STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
9268,2021-03-23,22:00,Tuesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9269,2021-03-23,23:06,Tuesday,DUNDAS STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9270,2021-03-23,23:41,Tuesday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5486,No Operator Immediately Available - Not E.S.A. Related 
9271,2021-03-24,00:30,Wednesday,SPADINA BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9272,2021-03-24,01:40,Wednesday,KENNEDY BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9273,2021-03-24,02:24,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,W,SHP,6151,Miscellaneous Speed Control
9274,2021-03-24,05:36,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,E,SHP,6156,Miscellaneous Speed Control
9275,2021-03-24,06:00,Wednesday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU,0,Miscellaneous Other
9276,2021-03-24,06:08,Wednesday,BROADVIEW STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
9277,2021-03-24,09:13,Wednesday,SHEPPARD WEST STATION,PUMO,23,27,N,YU,5436,Station Other
9278,2021-03-24,09:43,Wednesday,YORK UNIVERSITY STATIO,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
9279,2021-03-24,09:56,Wednesday,SPADINA BD STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9280,2021-03-24,10:14,Wednesday,FINCH STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
9281,2021-03-24,11:06,Wednesday,WELLESLEY STATION,SUDP,0,0,S,YU,5861,Disorderly Patron
9282,2021-03-24,11:25,Wednesday,WILSON STATION,EUBO,4,8,N,YU,5841,Body
9283,2021-03-24,11:39,Wednesday,DON MILLS STATION,MUWR,5,10,E,SHP,6151,Work Refusal
9284,2021-03-24,11:41,Wednesday,WARDEN STATION,SUAE,10,14,E,BD,5085,Assault / Employee Involved
9285,2021-03-24,11:44,Wednesday,SHEPPARD STATION,MUIS,0,0,S,YU,5701,Injured or ill Customer (In Station) - Transported
9286,2021-03-24,11:45,Wednesday,SHERBOURNE STATION,SUO,0,0,N/A,BD,0,Passenger Other
9287,2021-03-24,12:03,Wednesday,YONGE BD STATION,SUDP,3,7,W,BD,5346,Disorderly Patron
9288,2021-03-24,13:20,Wednesday,VAUGHAN MC STATION,MUTO,4,8,S,YU,5431,Misc. Transportation Other - Employee Non-Chargeable
9289,2021-03-24,13:29,Wednesday,SHEPPARD-YONGE STATION,SUDP,5,10,E,SHP,6161,Disorderly Patron
9290,2021-03-24,14:12,Wednesday,SHEPPARD-YONGE STATION,SUDP,5,10,E,SHP,6186,Disorderly Patron
9291,2021-03-24,14:21,Wednesday,NORTH YORK CTR STATION,TUOS,0,0,S,YU,5826,Operator Overshot Platform
9292,2021-03-24,14:27,Wednesday,WILSON STATION,MUTO,3,7,N,YU,5436,Misc. Transportation Other - Employee Non-Chargeable
9293,2021-03-24,14:36,Wednesday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,6006,Disorderly Patron
9294,2021-03-24,14:42,Wednesday,OSSINGTON STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
9295,2021-03-24,14:53,Wednesday,FINCH STATION,MUNCA,0,0,N/A,YU,0,
9296,2021-03-24,16:06,Wednesday,VAUGHAN MC STATION,MUTO,4,8,S,YU,5431,Misc. Transportation Other - Employee Non-Chargeable
9297,2021-03-24,16:14,Wednesday,NORTH YORK CTR STATION,TUO,0,0,S,YU,5771,Transportation Department - Other
9298,2021-03-24,17:20,Wednesday,FINCH STATION,TUNIP,5,9,S,YU,0,Operator Not In Position
9299,2021-03-24,17:31,Wednesday,ST CLAIR WEST STATION,SUAP,0,0,N/A,YU,0,Assault / Patron Involved
9300,2021-03-24,18:12,Wednesday,KEELE STATION,SUAP,6,10,W,BD,5240,Assault / Patron Involved
9301,2021-03-24,18:15,Wednesday,EGLINTON STATION,SUO,0,0,N/A,YU,0,Passenger Other
9302,2021-03-24,18:15,Wednesday,RUNNYMEDE STATION,SUAP,4,8,E,BD,5111,Assault / Patron Involved
9303,2021-03-24,18:29,Wednesday,COXWELL STATION,TUMVS,0,0,E,BD,5105,Operator Violated Signal
9304,2021-03-24,18:38,Wednesday,WARDEN STATION,TUO,3,7,E,BD,5105,Transportation Department - Other
9305,2021-03-24,18:47,Wednesday,ST CLAIR WEST STATION,TUO,5,9,S,YU,5991,Transportation Department - Other
9306,2021-03-24,18:54,Wednesday,WARDEN STATION,SUDP,5,9,W,BD,5044,Disorderly Patron
9307,2021-03-24,19:13,Wednesday,INGLIS BUILDING,PUMEL,0,0,N/A,N/A,0,Escalator/Elevator Incident
9308,2021-03-24,19:49,Wednesday,DONLANDS STATION,SUDP,0,0,E,BD,5340,Disorderly Patron
9309,2021-03-24,19:57,Wednesday,MAIN STREET STATION,SUDP,17,24,E,BD,5340,Disorderly Patron
9310,2021-03-24,20:20,Wednesday,FINCH WEST STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
9311,2021-03-24,20:22,Wednesday,WARDEN STATION,SUDP,12,16,E,BD,5340,Disorderly Patron
9312,2021-03-24,20:47,Wednesday,ST CLAIR WEST STATION,MUD,0,0,S,YU,5921,Door Problems - Passenger Related
9313,2021-03-24,22:00,Wednesday,YONGE UNIVERSITY SUBWA,MUO,0,0,B,YU/BD,0,Miscellaneous Other
9314,2021-03-24,22:03,Wednesday,BESSARION STATION,EUBK,5,10,E,SHP,6171,Brakes
9315,2021-03-24,22:14,Wednesday,COLLEGE STATION,SUDP,4,9,N,YU,5706,Disorderly Patron
9316,2021-03-24,22:30,Wednesday,SHEPPARD-YONGE STATION,MUSC,0,0,W,SHP,6161,Miscellaneous Speed Control
9317,2021-03-24,23:27,Wednesday,VAUGHAN MC STATION,EUPI,5,10,S,YU,5816,Propulsion System
9318,2021-03-24,23:32,Wednesday,ST GEORGE BD STATION,MUSAN,7,14,W,BD,5062,Unsanitary Vehicle
9319,2021-03-24,23:36,Wednesday,SHEPPARD TAIL TRACK #2,EUOE,0,0,E,SHP,6176,Rail Cars & Shops Opr. Error
9320,2021-03-24,23:45,Wednesday,SHEPPARD-YONGE STATION,TUCC,5,10,E,SHP,6141,Transit Control Related Problems
9321,2021-03-25,00:33,Thursday,KING STATION,PUTO,14,19,N,YU,5481,T&S Other
9322,2021-03-25,00:41,Thursday,ST GEORGE YUS STATION,PUTO,3,8,N,YU,6121,T&S Other
9323,2021-03-25,01:04,Thursday,VAUGHAN MC STATION,MUATC,6,11,S,YU,5746,ATC Project
9324,2021-03-25,01:22,Thursday,YONGE BD STATION,MUDD,4,11,W,BD,5044,Door Problems - Debris Related
9325,2021-03-25,01:41,Thursday,WILSON STATION,MUIRS,0,0,S,YU,5972,Injured or ill Customer (In Station) - Medical Aid Refused
9326,2021-03-25,01:49,Thursday,SHEPPARD WEST STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9327,2021-03-25,02:19,Thursday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9328,2021-03-25,05:59,Thursday,KEELE STATION,EUNT,5,10,W,BD,5079,Equipment - No Trouble Found
9329,2021-03-25,06:27,Thursday,FINCH STATION,EUSC,0,0,S,YU,5906,Speed Control Equipment  
9330,2021-03-25,06:45,Thursday,FINCH STATION,EUBK,3,6,S,YU,5811,Brakes
9331,2021-03-25,06:54,Thursday,VAUGHAN MC STATION,EUBO,3,6,S,YU,5781,Body
9332,2021-03-25,07:24,Thursday,ROSEDALE STATION,TUSC,3,6,N,YU,5991,Operator Overspeeding
9333,2021-03-25,08:21,Thursday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5886,Misc. Transportation Other - Employee Non-Chargeable
9334,2021-03-25,09:48,Thursday,KING STATION,SUAE,0,0,N,YU,0,Assault / Employee Involved
9335,2021-03-25,09:54,Thursday,ST GEORGE YUS STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9336,2021-03-25,11:34,Thursday,COLLEGE STATION,MUNCA,0,0,N/A,YU,0,
9337,2021-03-25,11:34,Thursday,VAUGHAN MC STATION,SUDP,0,0,N,YU,0,Disorderly Patron
9338,2021-03-25,12:11,Thursday,KEELE STATION,PUSTS,3,7,E,BD,5257,Signals - Train Stops
9339,2021-03-25,13:28,Thursday,HIGHWAY 407 STATION,MUSAN,3,6,S,YU,5521,Unsanitary Vehicle
9340,2021-03-25,14:13,Thursday,VAUGHAN MC STATION,MUSAN,3,6,S,YU,6111,Unsanitary Vehicle
9341,2021-03-25,14:59,Thursday,DAVISVILLE STATION,SUDP,4,7,N,YU,5706,Disorderly Patron
9342,2021-03-25,15:15,Thursday,QUEEN STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
9343,2021-03-25,15:35,Thursday,ROSEDALE STATION,SUO,5,8,N,YU,5976,Passenger Other
9344,2021-03-25,16:48,Thursday,DUFFERIN STATION,PUTDN,4,8,E,BD,5246,
9345,2021-03-25,16:56,Thursday,EGLINTON WEST STATION,SUDP,0,0,N,YU,5711,Disorderly Patron
9346,2021-03-25,17:28,Thursday,CHRISTIE STATION,SUDP,0,0,W,BD,5079,Disorderly Patron
9347,2021-03-25,17:31,Thursday,DUNDAS WEST STATION,PUTDN,4,8,W,BD,5259,
9348,2021-03-25,17:49,Thursday,QUEEN'S PARK STATION,EUDO,4,7,N,YU,5671,Door Problems - Faulty Equipment
9349,2021-03-25,17:49,Thursday,RUNNYMEDE STATION,MUPAA,5,9,W,BD,5292,Passenger Assistance Alarm Activated - No Trouble Found
9350,2021-03-25,18:12,Thursday,KENNEDY BD STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
9351,2021-03-25,18:17,Thursday,ROSEDALE STATION,SUO,0,0,S,YU,5636,Passenger Other
9352,2021-03-25,18:39,Thursday,COLLEGE STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
9353,2021-03-25,19:42,Thursday,WARDEN STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
9354,2021-03-25,19:48,Thursday,DUNDAS STATION,SUDP,3,6,S,YU,6086,Disorderly Patron
9355,2021-03-25,19:50,Thursday,ST GEORGE YUS STATION,SUO,0,0,S,YU,6011,Passenger Other
9356,2021-03-25,20:52,Thursday,FINCH STATION,MUIR,3,6,N,YU,6121,Injured or ill Customer (On Train) - Medical Aid Refused
9357,2021-03-25,21:19,Thursday,OSSINGTON STATION,SUAP,9,16,E,BD,5340,Assault / Patron Involved
9358,2021-03-25,21:35,Thursday,CHRISTIE STATION,EUDO,6,13,W,BD,5340,Door Problems - Faulty Equipment
9359,2021-03-25,22:00,Thursday,YONGE UNIVERSITY SUBWA,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
9360,2021-03-25,22:11,Thursday,VAUGHAN MC STATION,MUATC,3,8,S,YU,5706,ATC Project
9361,2021-03-25,22:17,Thursday,MAIN STREET STATION,MUPLC,0,0,W,BD,5259,Fire/Smoke Plan C
9362,2021-03-25,22:26,Thursday,KING STATION,PUTO,3,8,N,YU,5921,T&S Other
9363,2021-03-25,22:36,Thursday,LAWRENCE WEST STATION,MUATC,6,11,S,YU,5706,ATC Project
9364,2021-03-25,22:38,Thursday,BATHURST STATION,EUCD,3,10,W,BD,5340,Consequential Delay (2nd Delay Same Fault)
9365,2021-03-25,23:25,Thursday,VAUGHAN MC STATION,PUTO,10,15,S,YU,5731,T&S Other
9366,2021-03-25,23:59,Thursday,BLOOR STATION,MUSAN,5,10,N,YU,6031,Unsanitary Vehicle
9367,2021-03-26,01:14,Friday,PIONEER VILLAGE STATIO,MUPAA,4,9,S,YU,5616,Passenger Assistance Alarm Activated - No Trouble Found
9368,2021-03-26,01:40,Friday,ISLINGTON STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
9369,2021-03-26,01:58,Friday,VAUGHAN MC STATION,MUPAA,0,0,N,YU,6016,Passenger Assistance Alarm Activated - No Trouble Found
9370,2021-03-26,02:18,Friday,WILSON STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9371,2021-03-26,02:30,Friday,KIPLING STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
9372,2021-03-26,02:39,Friday,VAUGHAN MC STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
9373,2021-03-26,03:42,Friday,YONGE BD STATION,MUPLB,0,0,E,BD,0,Fire/Smoke Plan B - Source TTC
9374,2021-03-26,05:40,Friday,LAWRENCE STATION,TUOS,4,9,N,YU,5516,Operator Overshot Platform
9375,2021-03-26,05:45,Friday,YORK MILLS STATION,TUO,5,10,N,YU,5516,Transportation Department - Other
9376,2021-03-26,07:11,Friday,KEELE STATION,MUSC,0,0,W,BD,5366,Miscellaneous Speed Control
9377,2021-03-26,07:17,Friday,ST ANDREW STATION,SUO,3,6,N,YU,5896,Passenger Other
9378,2021-03-26,07:58,Friday,FINCH STATION,MUSC,0,0,S,YU,5721,Miscellaneous Speed Control
9379,2021-03-26,08:04,Friday,ROSEDALE STATION,SUAP,6,9,N,YU,5911,Assault / Patron Involved
9380,2021-03-26,08:07,Friday,SPADINA BD STATION,MUPAA,0,0,E,BD,5085,Passenger Assistance Alarm Activated - No Trouble Found
9381,2021-03-26,08:34,Friday,ST CLAIR STATION,SUO,8,11,S,YU,5936,Passenger Other
